repo_full_name,html_url,description,homepage,topics,archived,disabled,is_fork,license_spdx,language,stars,forks,watchers,open_issues,size_kb,created_at,updated_at,pushed_at,days_since_last_commit,days_since_last_update,risk_score,action,risk_flags,why,updated_at_run
XTLS/Xray-core,https://github.com/XTLS/Xray-core,"Xray, Penetrates Everything. Also the best v2ray-core. Where the magic happens. An open platform for various uses.",https://t.me/projectXray,"anticensorship,dns,network,proxy,reality,shadowsocks,socks5,tls,trojan,tunnel,utls,vision,vless,vmess,vpn,wireguard,xhttp,xray,xtls,xudp",0,0,0,MPL-2.0,Go,35465,5008,35465,53,29275,2020-11-09T11:23:10Z,2026-03-02T03:53:35Z,2026-03-01T18:46:06Z,0,0,0,OK,,"Active (last commit 0d ago); 53 open issues, 35465★",2026-03-02T04:49:17.901011+00:00
xyflow/xyflow,https://github.com/xyflow/xyflow,React Flow | Svelte Flow - Powerful open source libraries for building node-based UIs with React (https://reactflow.dev) or Svelte (https://svelteflow.dev). Ready out-of-the-box and infinitely customizable.,https://xyflow.com,"flowchart,graph,javascript,node-based-ui,react,react-flow,svelte,svelte-flow,typescript,typescript-library,workflow",0,0,0,MIT,TypeScript,35424,2312,35424,119,42560,2019-07-15T14:47:30Z,2026-03-02T04:37:52Z,2026-03-01T23:29:09Z,0,0,0,OK,,"Active (last commit 0d ago); 119 open issues, 35424★",2026-03-02T04:49:17.653162+00:00
ueberdosis/tiptap,https://github.com/ueberdosis/tiptap,The headless rich text editor framework for web artisans.,https://tiptap.dev,"editor,javascript,js,prosemirror,react,renderless-components,rich-text,tiptap,vue,wysiwyg,wysiwyg-editor",0,0,0,MIT,TypeScript,35387,2892,35387,877,72800,2018-08-20T19:58:58Z,2026-03-02T03:43:53Z,2026-02-28T17:12:33Z,1,0,0,OK,,"Active (last commit 1d ago); 877 open issues, 35387★",2026-03-02T04:49:17.653222+00:00
vadimdemedes/ink,https://github.com/vadimdemedes/ink,🌈 React for interactive command-line apps,https://term.ink,"cli,command-line,flexbox,interactive,javascript,react",0,0,0,MIT,TypeScript,35291,855,35291,26,1924,2017-06-12T06:12:28Z,2026-03-02T04:46:05Z,2026-02-28T18:11:07Z,1,0,0,OK,,"Active (last commit 1d ago); 26 open issues, 35291★",2026-03-02T04:49:17.653299+00:00
solidjs/solid,https://github.com/solidjs/solid,"A declarative, efficient, and flexible JavaScript library for building user interfaces.",https://solidjs.com,"declarative,fine-grained,javascript,jsx,performance,proxies,reactive,solid",0,0,0,MIT,TypeScript,35245,1039,35245,134,15012,2018-04-24T16:36:27Z,2026-03-01T17:16:51Z,2026-02-28T19:02:20Z,1,0,0,OK,,"Active (last commit 1d ago); 134 open issues, 35245★",2026-03-02T04:49:17.653358+00:00
sahat/hackathon-starter,https://github.com/sahat/hackathon-starter,A boilerplate for Node.js web applications,,"boilerplate,hackathon,hacktoberfest,nodejs,oauth2,starter-kit",0,0,0,MIT,JavaScript,35212,8180,35212,1,16200,2013-11-13T17:24:12Z,2026-03-02T01:31:48Z,2026-03-01T18:59:39Z,0,0,0,OK,,"Active (last commit 0d ago); 1 open issues, 35212★",2026-03-02T04:49:17.039775+00:00
DioxusLabs/dioxus,https://github.com/DioxusLabs/dioxus,"Fullstack app framework for web, desktop, and mobile.",https://dioxuslabs.com,"android,css,desktop,html,ios,native,react,rust,ssr,ui,virtualdom,wasm,web",0,0,0,Apache-2.0,Rust,34962,1565,34962,656,51751,2021-01-15T01:57:26Z,2026-03-02T03:20:41Z,2026-02-28T08:32:14Z,1,0,0,OK,,"Active (last commit 1d ago); 656 open issues, 34962★",2026-03-02T04:49:18.391742+00:00
TriliumNext/Trilium,https://github.com/TriliumNext/Trilium,Build your personal knowledge base with Trilium Notes,https://triliumnotes.org,"electron,electron-app,knowledge-base,knowledge-graph,knowledge-management,knowledge-management-graph,local-first,note-managment,note-taker,note-taking,notebook,notes,notes-app,personal-knowledge-base,personal-wiki,scriptable,self-hosted,self-hosting,wiki",0,0,0,AGPL-3.0,TypeScript,34833,2317,34833,875,487086,2017-05-23T00:30:20Z,2026-03-02T03:28:17Z,2026-03-02T01:18:59Z,0,0,0,OK,,"Active (last commit 0d ago); 875 open issues, 34833★",2026-03-02T04:49:17.653419+00:00
typicode/husky,https://github.com/typicode/husky,Git hooks made easy 🐶 woof!,https://typicode.github.io/husky,"commit,git,hooks,pre-commit",0,0,0,MIT,JavaScript,34827,1077,34827,102,4617,2014-06-23T12:14:21Z,2026-03-01T16:35:16Z,2026-02-07T10:36:42Z,22,0,0,OK,,"Active (last commit 22d ago); 102 open issues, 34827★",2026-03-02T04:49:17.039816+00:00
geekcomputers/Python,https://github.com/geekcomputers/Python,My Python Examples,http://www.thegeekblog.co.uk,,0,0,0,MIT,Python,34779,12907,34779,487,49993,2011-11-30T09:04:08Z,2026-03-02T04:32:29Z,2026-02-28T09:25:14Z,1,0,0,OK,,"Active (last commit 1d ago); 487 open issues, 34779★",2026-03-02T04:49:16.671946+00:00
Textualize/textual,https://github.com/Textualize/textual,The lean application framework for Python.  Build sophisticated user interfaces with a simple Python API. Run your apps in the terminal and a web browser.,https://textual.textualize.io/,"cli,framework,python,rich,terminal,tui",0,0,0,MIT,Python,34556,1111,34556,256,494475,2021-04-08T15:24:47Z,2026-03-02T03:46:00Z,2026-03-01T19:32:10Z,0,0,0,OK,,"Active (last commit 0d ago); 256 open issues, 34556★",2026-03-02T04:49:16.792386+00:00
python-poetry/poetry,https://github.com/python-poetry/poetry,Python packaging and dependency management made easy,https://python-poetry.org,"dependency-manager,package-manager,packaging,poetry,python",0,0,0,MIT,Python,34285,2407,34285,553,23925,2018-02-28T15:23:47Z,2026-03-01T20:05:17Z,2026-02-28T10:51:17Z,1,0,0,OK,,"Active (last commit 1d ago); 553 open issues, 34285★",2026-03-02T04:49:16.792520+00:00
schollz/croc,https://github.com/schollz/croc,Easily and securely send things from one computer to another :crocodile: :package:,https://schollz.com/software/croc6,"data-transfer,file-sharing,golang,pake,peer-to-peer,tcp,transfer",0,0,0,MIT,Go,34263,1350,34263,7,25170,2017-10-17T15:20:18Z,2026-03-02T04:29:23Z,2026-02-27T08:32:46Z,2,0,0,OK,,"Active (last commit 2d ago); 7 open issues, 34263★",2026-03-02T04:49:17.901136+00:00
danny-avila/LibreChat,https://github.com/danny-avila/LibreChat,"Enhanced ChatGPT Clone: Features Agents, MCP, DeepSeek, Anthropic, AWS, OpenAI, Responses API, Azure, Groq, o1, GPT-5, Mistral, OpenRouter, Vertex AI, Gemini, Artifacts, AI model switching, message search, Code Interpreter, langchain, DALL-E-3, OpenAPI Actions, Functions, Secure Multi-User Auth, Pre",https://librechat.ai/,"ai,anthropic,artifacts,aws,azure,chatgpt,chatgpt-clone,claude,clone,deepseek,gemini,google,gpt-5,librechat,mcp,o1,openai,responses-api,vision,webui",0,0,0,MIT,TypeScript,34236,6914,34236,425,146846,2023-02-12T01:06:52Z,2026-03-02T04:22:08Z,2026-03-02T00:28:04Z,0,0,0,OK,,"Active (last commit 0d ago); 425 open issues, 34236★",2026-03-02T04:49:17.653620+00:00
gchq/CyberChef,https://github.com/gchq/CyberChef,"The Cyber Swiss Army Knife - a web app for encryption, encoding, compression and data analysis",https://gchq.github.io/CyberChef,"compression,data-analysis,data-manipulation,encoding,encryption,hashing,parsing",0,0,0,Apache-2.0,JavaScript,34188,3859,34188,560,130263,2016-11-28T10:34:07Z,2026-03-01T17:24:50Z,2026-03-01T17:31:57Z,0,0,0,OK,,"Active (last commit 0d ago); 560 open issues, 34188★",2026-03-02T04:49:17.039898+00:00
zenorocha/clipboard.js,https://github.com/zenorocha/clipboard.js,:scissors: Modern copy to clipboard. No Flash. Just 3kb gzipped :clipboard:,https://clipboardjs.com,"clipboard,javascript",0,0,0,MIT,JavaScript,34178,3930,34178,15,3631,2015-09-18T23:04:55Z,2026-03-01T23:27:36Z,2026-02-12T18:51:57Z,17,0,0,OK,,"Active (last commit 17d ago); 15 open issues, 34178★",2026-03-02T04:49:17.039939+00:00
refinedev/refine,https://github.com/refinedev/refine,"A React Framework for building  internal tools, admin panels, dashboards & B2B apps with unmatched flexibility.",https://refine.dev,"admin,admin-ui,ant-design,crud,developer-tools,frontend-framework,good-first-issue,graphql,hacktoberfest,headless,internal-tools,javascript,low-code,nestjs,nextjs,open-source-project,react,react-framework,react-hooks,typescript",0,0,0,MIT,TypeScript,34160,2946,34160,32,8286274,2021-01-20T12:01:32Z,2026-03-02T04:19:48Z,2026-02-27T16:37:06Z,2,0,0,OK,,"Active (last commit 2d ago); 32 open issues, 34160★",2026-03-02T04:49:17.653716+00:00
google/langextract,https://github.com/google/langextract,A Python library for extracting structured information from unstructured text using LLMs with precise source grounding and interactive visualization.,https://pypi.org/project/langextract/,"gemini,gemini-ai,gemini-api,gemini-flash,gemini-pro,information-extration,large-language-models,llm,nlp,python,structured-data",0,0,0,Apache-2.0,Python,34109,2278,34109,146,10858,2025-07-08T20:46:06Z,2026-03-02T04:35:21Z,2026-02-25T16:32:42Z,4,0,0,OK,,"Active (last commit 4d ago); 146 open issues, 34109★",2026-03-02T04:49:16.792696+00:00
ajeetdsouza/zoxide,https://github.com/ajeetdsouza/zoxide,A smarter cd command. Supports all major shells.,https://crates.io/crates/zoxide,"autojump,bash,cli,command-line,command-line-tool,elvish,fasd,fish,fish-shell,fzf,hacktoberfest,jump,nushell,powershell,rust,shell,xonsh,xontrib,z,zsh",0,0,0,MIT,Rust,33896,739,33896,153,4323,2020-03-05T13:11:40Z,2026-03-02T04:31:55Z,2026-03-01T10:02:42Z,0,0,0,OK,,"Active (last commit 0d ago); 153 open issues, 33896★",2026-03-02T04:49:18.391795+00:00
harness/harness,https://github.com/harness/harness,"Harness Open Source is an end-to-end developer platform with Source Control Management, CI/CD Pipelines, Hosted Developer Environments, and Artifact Registries.",https://www.harness.io/open-source,"build-automation,build-pipelines,ci,ci-cd,code-repository,continuous-delivery,continuous-integration,docker,git,go,hacktoberfest,scm",0,0,0,Apache-2.0,Go,33835,2894,33835,85,57519,2014-02-07T07:54:44Z,2026-03-02T03:32:07Z,2026-02-28T01:52:56Z,2,0,0,OK,,"Active (last commit 2d ago); 85 open issues, 33835★",2026-03-02T04:49:18.021445+00:00
1Panel-dev/1Panel,https://github.com/1Panel-dev/1Panel,🔥 Take full control of your VPS with 1Panel. Deploy OpenClaw in one click.,https://1panel.pro,"1panel,agent,clawdbot,docker,docker-ui,linux,lnmp,ollama,openclaw,openresty,webmin",0,0,0,GPL-3.0,Go,33800,2989,33800,419,94189,2022-07-19T15:44:52Z,2026-03-02T04:16:53Z,2026-03-02T04:06:01Z,0,0,0,OK,,"Active (last commit 0d ago); 419 open issues, 33800★",2026-03-02T04:49:18.021625+00:00
ZuodaoTech/everyone-can-use-english,https://github.com/ZuodaoTech/everyone-can-use-english,人人都能用英语,https://1000h.org,,0,0,0,GPL-3.0,TypeScript,33636,4720,33636,96,278757,2019-03-15T16:33:53Z,2026-03-02T04:10:45Z,2026-02-03T07:27:26Z,26,0,0,OK,,"Active (last commit 26d ago); 96 open issues, 33636★",2026-03-02T04:49:17.653761+00:00
filebrowser/filebrowser,https://github.com/filebrowser/filebrowser,📂 Web File Browser,https://filebrowser.org,"file-browser,file-manager,file-sharing,go,material-design,self-hosted,vue",0,0,0,Apache-2.0,Go,33616,3718,33616,36,23608,2015-09-11T21:21:58Z,2026-03-02T03:51:53Z,2026-03-01T21:40:10Z,0,0,0,OK,,"Active (last commit 0d ago); 36 open issues, 33616★",2026-03-02T04:49:18.021695+00:00
sxyazi/yazi,https://github.com/sxyazi/yazi,"💥 Blazing fast terminal file manager written in Rust, based on async I/O.",https://yazi-rs.github.io,"android,asyncio,cli,command-line,concurrency,cross-platform,developer-tools,file-explorer,file-manager,filesystem,linux,macos,neovim,productivity,rust,terminal,tui,vim,windows",0,0,0,MIT,Rust,33343,715,33343,60,7057,2023-07-08T11:45:55Z,2026-03-02T04:21:07Z,2026-03-02T02:17:36Z,0,0,0,OK,,"Active (last commit 0d ago); 60 open issues, 33343★",2026-03-02T04:49:18.391848+00:00
v2fly/v2ray-core,https://github.com/v2fly/v2ray-core,A platform for building proxies to bypass network restrictions.,https://v2fly.org,"anticensorship,hacktoberfest,network,proxy,shadowsocks,socks5,trojan,tunnel,v2fly,v2ray,vless,vmess,vpn",0,0,0,MIT,Go,33301,4987,33301,29,68942,2019-04-15T10:05:54Z,2026-03-01T22:03:24Z,2026-02-28T17:48:03Z,1,0,0,OK,,"Active (last commit 1d ago); 29 open issues, 33301★",2026-03-02T04:49:18.021768+00:00
swc-project/swc,https://github.com/swc-project/swc,Rust-based platform for the Web,https://swc.rs,"babel,compiler,ecmascript,ecmascript-parser,javascript,parser,rust,swc,typescript,typescript-compiler,typescript-parser",0,0,0,Apache-2.0,Rust,33258,1370,33258,411,422492,2017-12-22T11:40:14Z,2026-03-02T02:55:28Z,2026-03-02T02:55:24Z,0,0,0,OK,,"Active (last commit 0d ago); 411 open issues, 33258★",2026-03-02T04:49:18.391896+00:00
pcottle/learnGitBranching,https://github.com/pcottle/learnGitBranching,An interactive git visualization and tutorial. Aspiring students of git can use this app to educate and challenge themselves towards mastery of git!,https://pcottle.github.io/learnGitBranching/,,0,0,0,MIT,JavaScript,33179,5961,33179,56,67042,2012-08-13T22:36:09Z,2026-03-01T23:54:59Z,2026-02-26T12:18:50Z,3,0,0,OK,,"Active (last commit 3d ago); 56 open issues, 33179★",2026-03-02T04:49:17.040066+00:00
immutable-js/immutable-js,https://github.com/immutable-js/immutable-js,Immutable persistent data collections for Javascript which increase efficiency and simplicity.,https://immutable-js.com,,0,0,0,MIT,TypeScript,33096,1775,33096,123,141887,2014-07-02T06:02:29Z,2026-02-28T12:33:14Z,2026-02-28T03:46:37Z,2,1,0,OK,,"Active (last commit 2d ago); 123 open issues, 33096★",2026-03-02T04:49:17.653853+00:00
gulpjs/gulp,https://github.com/gulpjs/gulp,A toolkit to automate & enhance your workflow,https://gulpjs.com,,0,0,0,MIT,JavaScript,33011,4181,33011,34,1117,2013-07-04T05:26:06Z,2026-03-01T11:18:13Z,2026-02-09T06:30:13Z,20,0,0,OK,,"Active (last commit 20d ago); 34 open issues, 33011★",2026-03-02T04:49:17.040106+00:00
derailed/k9s,https://github.com/derailed/k9s,🐶 Kubernetes CLI To Manage Your Clusters In Style!,https://k9scli.io,"go,golang,k8s,k8s-cluster,k9s,kubernetes,kubernetes-cli,kubernetes-clusters",0,0,0,Apache-2.0,Go,32942,2099,32942,246,63099,2019-01-25T18:46:02Z,2026-03-02T00:01:14Z,2026-03-01T22:59:33Z,0,0,0,OK,,"Active (last commit 0d ago); 246 open issues, 32942★",2026-03-02T04:49:18.021899+00:00
wailsapp/wails,https://github.com/wailsapp/wails,Create beautiful applications using Go,https://wails.io,"angular,desktop-application,go,golang,javascript,linux,macos,react,svelte,vuejs,windows",0,0,0,MIT,Go,32916,1606,32916,312,391867,2018-12-15T23:14:06Z,2026-03-02T04:04:01Z,2026-03-02T00:07:55Z,0,0,0,OK,,"Active (last commit 0d ago); 312 open issues, 32916★",2026-03-02T04:49:18.021967+00:00
huggingface/diffusers,https://github.com/huggingface/diffusers,"🤗 Diffusers: State-of-the-art diffusion models for image, video, and audio generation in PyTorch.",https://huggingface.co/docs/diffusers,"deep-learning,diffusion,flux,image-generation,image2image,image2video,latent-diffusion-models,pytorch,qwen-image,score-based-generative-modeling,stable-diffusion,stable-diffusion-diffusers,text2image,text2video,video2video",0,0,0,Apache-2.0,Python,32905,6799,32905,908,93182,2022-05-30T16:04:02Z,2026-03-02T04:06:27Z,2026-03-01T07:16:50Z,0,0,0,OK,,"Active (last commit 0d ago); 908 open issues, 32905★",2026-03-02T04:49:16.793038+00:00
GyulyVGC/sniffnet,https://github.com/GyulyVGC/sniffnet,Comfortably monitor your Internet traffic 🕵️‍♂️,https://sniffnet.net,"application,gui,iced,linux,macos,network,network-analysis,network-monitoring,networking,packet-analyser,packet-capture,packet-sniffer,pcap,rust,rust-crate,security,tool,utility,windows",0,0,0,Apache-2.0,Rust,32879,1208,32879,62,328713,2022-07-31T21:55:56Z,2026-03-02T00:32:50Z,2026-03-01T17:51:07Z,0,0,0,OK,,"Active (last commit 0d ago); 62 open issues, 32879★",2026-03-02T04:49:18.391994+00:00
AdguardTeam/AdGuardHome,https://github.com/AdguardTeam/AdGuardHome,Network-wide ads & trackers blocking DNS server,https://adguard.com/adguard-home/overview.html,"adblock,adguard,dns,dns-over-https,dns-over-quic,dns-over-tls,dnscrypt,golang,open-source,privacy",0,0,0,GPL-3.0,Go,32843,2258,32843,1277,27179,2016-07-06T10:31:47Z,2026-03-02T03:52:38Z,2026-03-02T03:43:29Z,0,0,0,OK,,"Active (last commit 0d ago); 1277 open issues, 32843★",2026-03-02T04:49:18.022030+00:00
ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched",http://ocrmypdf.readthedocs.io/,"image-processing,ocr,pdf,python,tesseract",0,0,0,MPL-2.0,Python,32797,2285,32797,141,68414,2013-12-20T08:26:28Z,2026-03-02T01:21:23Z,2026-02-21T09:29:42Z,8,0,0,OK,,"Active (last commit 8d ago); 141 open issues, 32797★",2026-03-02T04:49:16.793144+00:00
khoj-ai/khoj,https://github.com/khoj-ai/khoj,"Your AI second brain. Self-hostable. Get answers from the web or your docs. Build custom agents, schedule automations, do deep research. Turn any online or local LLM into your personal, autonomous AI (gpt, claude, gemini, llama, qwen, mistral). Get started - free.",https://khoj.dev,"agent,ai,assistant,chat,chatgpt,emacs,image-generation,llama3,llamacpp,llm,obsidian,obsidian-md,offline-llm,productivity,rag,research,self-hosted,semantic-search,stt,whatsapp-ai",0,0,0,AGPL-3.0,Python,32749,1984,32749,88,116868,2021-08-16T01:48:44Z,2026-03-02T04:06:02Z,2026-02-24T18:50:03Z,5,0,0,OK,,"Active (last commit 5d ago); 88 open issues, 32749★",2026-03-02T04:49:16.793201+00:00
firecracker-microvm/firecracker,https://github.com/firecracker-microvm/firecracker,Secure and fast microVMs for serverless computing.,http://firecracker-microvm.io,"containers,minimalist,open-source,oversubscription,rust,sandbox,serverless,virtual-machine,virtualization",0,0,0,Apache-2.0,Rust,32746,2267,32746,78,38349,2017-10-19T06:18:47Z,2026-03-02T03:38:54Z,2026-02-27T05:27:40Z,2,0,0,OK,,"Active (last commit 2d ago); 78 open issues, 32746★",2026-03-02T04:49:18.392075+00:00
zeromicro/go-zero,https://github.com/zeromicro/go-zero,A cloud-native Go microservices framework with cli tool for productivity.,https://go-zero.dev,"ai-native,ai-native-development,cloud-native,code-generation,framework,gateway,go,golang,grpc-gateway,microservice,microservice-framework,microservices,microservices-architecture,rest-api,restful,restful-api,rpc,rpc-framework,spec-driven-development,web-framework",0,0,0,MIT,Go,32724,4288,32724,309,32752,2020-08-07T15:37:57Z,2026-03-02T02:21:54Z,2026-02-28T12:30:47Z,1,0,0,OK,,"Active (last commit 1d ago); 309 open issues, 32724★",2026-03-02T04:49:18.022096+00:00
